muestra,t,M 5A,DUT 30A,
12,5897,63.095,337.544,
13,6428,62.310,331.791,
14,6960,64.798,336.080,
15,7493,58.108,336.658,
16,8025,18.922,344.425,
17,8558,19.247,332.858,
18,9090,18.960,342.431,
19,9623,34.682,341.915,
20,10156,69.148,341.301,
21,10690,66.198,343.294,
22,11222,65.287,339.957,
23,11753,70.547,340.721,
24,12287,67.541,331.664,
25,12818,66.459,327.601,
26,13350,64.632,346.319,
27,13882,49.330,335.287,
28,14415,6.785,332.615,
29,14946,6.569,340.111,
30,15480,6.318,345.278,
31,16017,5.440,340.672,
32,16550,5.814,341.574,
33,17083,6.723,336.044,
34,17615,5.228,339.034,
35,18148,5.561,348.321,
36,18681,5.035,341.062,
37,19214,5.554,341.032,
38,19746,6.592,333.929,
39,20276,5.822,337.082,
40,20809,5.561,352.321,
41,21341,5.578,340.349,
42,21874,5.830,335.368,
43,22404,5.569,335.103,
44,22938,5.323,336.486,
45,23470,6.012,334.759,
46,24002,6.012,337.599,
47,24533,6.425,325.943,
48,25065,6.261,334.740,
49,25598,5.642,238.094,
50,26135,6.130,148.074,
51,26667,6.005,146.148,
52,27198,5.204,143.136,
53,27731,5.626,144.198,
muestra,t,M 5A,DUT 30A,
2,539,5.682,135.417,
3,1072,7.900,220.501,
4,1604,7.406,549.720,
5,2136,5.830,553.341,
6,2669,6.473,533.664,
7,3201,7.345,501.650,
8,3734,7.333,562.824,
9,4265,6.713,536.993,
10,4797,6.528,340.843,
11,5329,7.271,337.532,
12,5861,5.421,354.070,
13,6393,6.501,341.024,
14,6925,6.578,341.111,
15,7457,5.586,334.677,
16,7990,7.159,339.521,
17,8521,7.045,328.985,
18,9073,4.957,334.629,
19,9605,5.347,326.358,
20,10137,5.578,327.822,
21,10669,6.332,326.179,
22,11202,6.137,333.682,
23,11735,5.323,325.523,
24,12267,8.157,329.968,
25,12800,4.945,329.781,
26,13367,5.381,334.575,
27,13899,6.078,331.644,
28,14431,5.141,337.944,
29,14963,5.106,333.160,
30,15494,6.005,324.186,
31,16026,5.791,327.106,
32,16559,7.007,341.725,
33,17091,5.713,330.737,
34,17624,5.414,338.929,
35,18155,5.496,342.756,
36,18688,6.027,335.850,
37,19220,5.578,334.653,
38,19757,5.330,333.140,
39,20288,5.141,325.772,
40,20821,5.601,344.688,
41,21351,6.445,329.693,
42,21884,5.364,329.408,
43,22415,5.728,330.981,
44,22949,5.176,327.674,
45,23480,6.218,328.690,
46,24014,5.545,334.556,
47,24543,5.303,333.978,
48,25078,5.868,333.972,
49,25608,5.594,230.285,
50,26142,4.884,146.193,
51,26673,6.361,139.590,
52,27206,6.451,139.133,
53,27738,6.367,138.831,
muestra,t,M 5A,DUT 30A,
2,538,5.791,138.201,
3,1071,7.070,210.257,
4,1601,5.176,538.705,
5,2138,5.585,552.047,
6,2670,5.071,512.091,
7,3202,5.906,474.377,
8,3734,5.000,561.655,
9,4268,6.019,544.183,
10,4800,5.545,332.654,
11,5332,5.989,335.063,
12,5864,5.447,334.865,
13,6395,6.012,337.705,
14,6928,5.561,334.411,
15,7460,5.529,333.529,
16,7992,5.922,338.289,
17,8524,5.364,326.288,
18,9057,5.496,330.085,
19,9587,5.183,331.892,
20,10120,6.101,330.976,
21,10651,4.645,340.149,
22,11183,5.768,339.797,
23,11714,7.283,333.160,
24,12248,6.353,332.538,
25,12789,5.440,319.971,
26,13321,4.773,337.176,
27,13851,4.854,324.508,
28,14385,5.513,334.759,
29,14916,5.658,335.888,
30,15449,5.861,331.719,
31,15980,7.184,335.030,
32,16512,6.473,332.985,
33,17044,6.057,328.857,
34,17578,5.760,327.204,
35,18109,5.997,334.817,
36,18643,6.338,329.603,
37,19175,6.218,340.663,
38,19708,7.345,336.110,
39,20240,6.247,327.585,
40,20773,5.262,341.185,
41,21303,6.109,327.710,
42,21836,5.245,332.245,
43,22368,5.561,332.751,
44,22901,5.561,321.451,
45,23438,6.130,328.798,
46,23971,5.221,333.004,
47,24504,6.174,328.769,
48,25034,5.471,328.570,
49,25567,5.035,243.578,
50,26098,5.106,144.108,
51,26664,5.634,141.274,
52,27210,6.389,140.630,
53,27747,5.673,140.699,
muestra,t,M 5A,DUT 30A,
2,538,6.101,140.745,
3,1069,5.364,166.706,
4,1602,5.922,329.034,
5,2134,5.974,184.869,
6,2666,5.845,329.919,
7,3197,5.035,246.497,
8,3729,5.159,261.261,
9,4260,5.089,296.312,
10,4794,6.093,236.345,
11,5326,5.194,317.357,
12,5864,6.123,175.019,
13,6394,5.561,339.387,
14,6928,6.116,202.509,
15,7458,5.089,328.965,
16,7993,5.944,249.230,
17,8524,5.736,298.651,
18,9058,6.004,282.446,
19,9589,5.736,228.096,
20,10123,5.374,325.731,
21,10655,6.101,175.669,
22,11189,5.914,330.649,
23,11720,5.752,199.384,
24,12254,5.424,322.243,
25,12785,5.783,257.818,
26,13319,4.993,143.744,
27,13850,5.861,138.730,
28,14384,4.993,142.117,
29,14916,5.089,142.754,
muestra,t,M 5A,DUT 30A,
2,538,6.338,138.808,
3,1071,5.100,167.073,
4,1608,5.313,301.778,
5,2140,6.019,191.390,
6,2673,5.545,313.075,
7,3204,5.176,242.111,
8,3737,7.991,276.893,
9,4269,6.597,278.878,
10,4802,5.194,253.259,
11,5333,6.012,325.961,
12,5866,4.741,184.301,
13,6397,6.678,330.066,
14,6931,5.729,196.451,
15,7462,6.838,311.551,
16,7996,4.884,248.478,
17,8528,5.313,272.171,
18,9061,5.211,290.375,
19,9592,4.945,229.934,
20,10125,5.204,322.694,
21,10658,5.578,167.113,
22,11189,5.906,330.986,
23,11722,6.445,180.144,
24,12259,5.959,320.253,
25,12791,5.082,241.761,
26,13325,5.698,143.294,
27,13856,6.057,138.004,
28,14390,5.570,139.758,
29,14921,5.752,138.239,
muestra,t,M 5A,DUT 30A,
2,555,5.245,136.186,
3,1087,5.035,179.225,
4,1618,4.665,304.182,
5,2150,5.347,172.826,
6,2681,5.480,324.048,
7,3214,5.967,225.053,
8,3746,6.520,290.559,
9,4278,6.116,271.539,
10,4811,5.989,248.504,
11,5343,6.189,296.541,
12,5875,5.729,211.610,
13,6408,5.364,322.014,
14,6940,5.959,155.379,
15,7472,5.404,316.876,
16,8021,5.480,205.917,
17,8587,6.218,299.981,
18,9120,5.807,232.281,
19,9652,6.361,270.465,
20,10184,5.673,285.429,
21,10716,6.182,230.314,
22,11248,5.626,313.375,
23,11781,6.732,179.370,
24,12313,5.256,327.135,
25,12846,5.124,188.520,
26,13378,5.440,143.429,
27,13911,5.159,140.883,
28,14442,5.245,137.699,
29,14976,6.324,137.851,
muestra,t,M 5A,DUT 30A,
2,540,4.614,135.244,
3,1071,5.228,174.671,
4,1604,5.929,315.203,
5,2137,6.789,172.118,
6,2669,5.807,323.273,
7,3205,4.779,227.272,
8,3738,5.256,287.431,
9,4274,5.431,274.232,
10,4804,5.170,226.795,
11,5337,4.810,315.387,
12,5870,5.959,187.315,
13,6402,6.145,333.732,
14,6936,5.221,176.471,
15,7467,5.982,311.759,
16,7999,5.768,226.401,
17,8530,5.496,290.041,
18,9063,5.480,278.994,
19,9594,5.035,239.071,
20,10127,5.689,318.548,
21,10659,6.093,184.852,
22,11190,5.975,321.199,
23,11723,5.029,183.132,
24,12255,7.019,305.668,
25,12787,5.618,228.920,
26,13320,6.459,146.182,
27,13858,5.522,134.604,
28,14389,5.658,138.356,
29,14923,6.049,137.499,
muestra,t,M 5A,DUT 30A,
2,539,4.854,136.874,
3,1080,5.159,174.800,
4,1616,5.496,316.264,
5,2148,5.642,186.379,
6,2680,5.447,309.833,
7,3212,5.830,244.559,
8,3745,5.357,141.503,
9,4277,6.108,138.901,
10,4809,5.830,167.655,
11,5341,5.602,325.126,
12,5874,6.431,173.387,
13,6406,5.407,284.053,
14,6939,5.211,267.831,
15,7470,5.496,249.031,
16,8003,5.330,300.822,
17,8535,5.713,199.258,
18,9068,6.232,312.361,
19,9605,5.554,148.798,
20,10138,4.945,327.763,
21,10669,5.807,216.586,
22,11203,5.937,193.769,
23,11734,6.324,324.370,
24,12267,5.705,176.807,
25,12798,5.496,143.433,
26,13331,5.364,215.126,
27,13860,5.633,317.551,
28,14394,5.397,144.176,
29,14924,5.658,257.291,
30,15458,6.203,303.137,
31,15989,5.464,145.850,
32,16523,6.210,142.707,
33,17054,5.330,141.227,
34,17588,6.347,139.033,
muestra,t,M 5A,DUT 30A,
2,540,6.123,133.230,
3,1071,4.939,152.992,
4,1638,6.203,314.272,
5,2173,5.364,168.252,
6,2705,5.228,306.788,
7,3236,5.658,215.967,
8,3770,6.629,286.633,
9,4300,5.775,261.411,
10,4833,5.117,248.803,
11,5365,6.130,290.821,
12,5897,5.489,199.824,
13,6428,6.312,322.510,
14,6961,6.166,154.399,
15,7493,6.232,322.095,
16,8025,6.642,219.797,
17,8558,6.160,285.213,
18,9089,5.783,270.740,
19,9622,6.189,241.120,
20,10153,6.203,295.371,
21,10685,6.027,206.482,
22,11216,5.480,310.198,
23,11748,5.447,239.720,
24,12280,5.689,318.903,
25,12818,5.868,147.469,
26,13350,5.698,138.038,
27,13883,6.501,139.613,
28,14413,6.174,134.753,
29,14947,5.822,134.748,
muestra,t,M 5A,DUT 30A,
2,548,6.907,134.003,
3,1084,5.830,171.982,
4,1618,6.210,307.404,
5,2148,5.642,181.076,
6,2681,6.123,308.850,
7,3211,5.982,236.074,
8,3745,5.457,288.026,
9,4276,5.480,272.230,
10,4809,6.042,243.803,
11,5340,6.116,306.101,
12,5872,6.174,194.337,
13,6403,5.364,302.891,
14,6936,5.464,174.002,
15,7467,6.275,326.050,
16,7999,5.561,213.389,
17,8537,5.064,287.049,
18,9068,5.642,263.149,
19,9600,5.830,237.672,
20,10131,6.955,315.957,
21,10665,5.776,187.729,
22,11196,5.906,322.065,
23,11730,6.224,173.983,
24,12261,5.952,307.199,
25,12795,5.554,235.839,
26,13326,5.845,142.209,
27,13859,6.019,139.226,
28,14391,5.513,137.370,
29,14924,6.607,134.408,
muestra,t,M 5A,DUT 30A,
2,539,6.181,135.845,
3,1071,5.721,174.263,
4,1602,5.861,316.795,
5,2134,5.861,191.264,
6,2665,5.721,308.209,
7,3197,6.101,233.662,
8,3727,6.642,262.480,
9,4260,5.838,278.370,
10,4792,5.713,210.048,
11,5326,6.181,324.031,
12,5857,6.361,145.961,
13,6390,5.473,139.272,
14,6925,6.903,137.487,
15,7455,6.310,313.323,
16,7988,6.705,231.309,
17,8520,6.381,143.159,
18,9052,6.086,267.746,
19,9584,6.723,260.554,
20,10117,6.583,218.397,
21,10649,6.465,319.900,
22,11182,7.036,180.879,
23,11714,6.166,324.519,
24,12282,6.894,179.446,
25,12813,6.275,313.643,
26,13347,7.023,230.382,
27,13878,6.678,286.165,
28,14411,5.959,269.663,
29,14962,6.245,144.410,
30,15494,4.735,141.137,
31,16027,4.951,136.027,
32,16559,5.390,133.858,
muestra,t,M 5A,DUT 30A,
2,546,6.456,135.363,
3,1084,5.602,169.681,
4,1617,4.334,300.555,
5,2149,6.019,176.123,
6,2680,5.760,316.634,
7,3212,5.891,237.958,
8,3743,6.367,283.370,
9,4275,6.678,279.886,
10,4806,6.881,228.695,
11,5339,5.194,299.063,
12,5869,5.374,176.343,
13,6403,6.723,312.539,
14,6933,7.576,172.773,
15,7467,6.152,318.352,
16,7997,6.811,241.670,
17,8533,6.772,283.574,
18,9065,5.047,276.928,
19,9598,5.698,307.352,
20,10130,5.899,223.757,
21,10663,5.357,280.990,
22,11195,6.166,271.286,
23,11727,6.049,241.494,
24,12260,6.478,305.117,
25,12792,5.350,142.389,
26,13325,6.324,137.052,
27,13857,5.698,137.593,
28,14389,6.395,139.110,
29,14922,6.056,135.695,
muestra,t,M 5A,DUT 30A,
2,539,5.307,133.109,
3,1071,5.760,173.705,
4,1603,5.868,293.335,
5,2136,5.273,187.746,
6,2667,5.666,310.975,
7,3200,6.158,230.493,
8,3732,5.989,282.160,
9,4271,4.902,269.340,
10,4801,5.082,231.501,
11,5336,5.466,309.227,
12,5867,6.615,181.076,
13,6401,5.390,316.858,
14,6932,5.152,176.141,
15,7466,6.451,330.923,
16,7998,5.407,224.002,
17,8530,6.152,287.420,
18,9062,6.152,274.316,
19,9595,5.698,253.227,
20,10127,5.899,302.439,
21,10660,4.620,192.383,
22,11192,5.221,327.323,
23,11725,6.064,153.539,
24,12257,5.374,332.907,
25,12790,6.353,217.212,
26,13322,4.993,138.388,
27,13853,6.130,141.867,
28,14385,6.506,140.771,
29,14922,4.921,139.619,
muestra,t,M 5A,DUT 30A,
2,538,6.656,133.060,
3,1069,5.853,169.281,
4,1603,4.672,300.898,
5,2134,5.838,184.222,
6,2670,5.457,326.454,
7,3207,6.152,231.724,
8,3739,6.282,267.970,
9,4270,6.389,267.444,
10,4803,4.969,235.401,
11,5369,7.045,299.030,
12,5901,5.333,195.510,
13,6433,4.798,318.202,
14,6964,5.959,172.024,
15,7498,4.581,312.301,
16,8029,5.570,221.422,
17,8561,5.673,277.190,
18,9092,6.224,250.497,
19,9625,5.853,249.438,
20,10156,5.545,304.947,
21,10693,5.307,201.145,
22,11224,5.853,316.205,
23,11757,6.955,164.044,
24,12287,5.228,321.864,
25,12819,6.829,228.892,
26,13350,5.330,141.502,
27,13883,6.310,141.160,
28,14414,6.920,140.771,
29,14947,5.473,138.621,
muestra,t,M 5A,DUT 30A,
2,540,6.381,135.083,
3,1070,5.489,170.818,
4,1605,5.706,313.632,
5,2135,6.338,186.348,
6,2670,5.407,298.690,
7,3200,5.204,235.962,
8,3733,6.367,271.500,
9,4265,6.920,282.674,
10,4799,6.316,221.007,
11,5330,5.279,324.418,
12,5867,5.390,165.442,
13,6399,5.290,309.529,
14,6931,7.483,196.069,
15,7464,5.424,303.025,
16,7996,5.650,234.631,
17,8527,5.245,274.279,
18,9061,6.129,271.829,
19,9595,6.218,234.284,
20,10127,5.163,312.613,
21,10660,6.409,169.624,
22,11191,5.106,338.097,
23,11722,6.027,194.686,
24,12253,5.906,315.434,
25,12784,4.345,244.055,
26,13316,5.473,140.426,
27,13850,5.482,140.865,
28,14382,4.462,136.130,
29,14916,5.753,140.659,
muestra,t,M 5A,DUT 30A,
2,539,5.011,134.820,
3,1074,5.290,165.168,
4,1608,4.884,307.257,
5,2139,5.022,174.630,
6,2673,6.310,315.101,
7,3204,5.760,224.535,
8,3736,5.937,287.249,
9,4266,5.906,285.293,
10,4813,4.606,251.025,
11,5350,5.447,309.718,
12,5882,5.489,202.106,
13,6414,5.822,319.618,
14,6946,5.187,152.188,
15,7480,5.350,318.582,
16,8011,6.445,218.085,
17,8544,5.128,282.757,
18,9077,6.166,255.044,
19,9610,5.433,249.454,
20,10143,5.776,300.672,
21,10677,4.516,204.494,
22,11208,6.189,315.741,
23,11740,4.697,154.650,
24,12277,4.872,319.025,
25,12811,4.208,206.219,
26,13341,5.967,144.153,
27,13873,4.884,139.133,
28,14406,5.899,138.435,
29,14940,5.482,135.885,
muestra,t,M 5A,DUT 30A,
2,583,5.273,135.893,
3,1114,5.745,195.843,
4,1646,6.086,320.594,
5,2177,7.384,157.975,
6,2710,5.586,319.618,
7,3241,4.902,208.103,
8,3775,6.158,282.768,
9,4306,6.189,268.483,
10,4840,4.633,246.114,
11,5372,5.473,300.651,
12,5906,5.005,189.215,
13,6438,5.899,326.819,
14,6972,6.144,155.987,
15,7522,5.357,324.460,
16,8054,5.586,212.903,
17,8587,6.656,296.346,
18,9118,5.124,256.308,
19,9651,6.615,233.155,
20,10182,6.086,294.053,
21,10715,5.673,204.386,
22,11246,5.783,315.577,
23,11779,5.783,163.669,
24,12310,6.304,316.049,
25,12842,4.741,218.322,
26,13374,6.710,142.344,
27,13907,5.791,140.725,
28,14440,5.554,138.272,
29,14972,6.160,137.322,
muestra,t,M 5A,DUT 30A,
2,540,5.307,136.722,
3,1072,6.129,156.729,
4,1605,6.417,318.964,
5,2135,5.513,173.182,
6,2672,6.057,306.682,
7,3204,5.682,232.308,
8,3736,6.116,270.524,
9,4267,6.903,284.725,
10,4799,7.134,222.493,
11,5331,5.357,326.592,
12,5864,4.841,147.826,
13,6397,5.610,325.881,
14,6930,5.135,208.196,
15,7461,6.057,304.362,
16,7993,5.047,251.025,
17,8526,5.187,259.996,
18,9058,7.728,281.690,
19,9591,6.203,226.187,
20,10123,5.650,297.444,
21,10655,6.556,179.964,
22,11188,6.245,310.235,
23,11721,6.838,175.059,
24,12252,7.087,313.838,
25,12785,6.514,239.544,
26,13316,5.538,138.085,
27,13854,6.057,138.168,
28,14385,5.473,132.939,
29,14918,5.610,137.063,
muestra,t,M 5A,DUT 30A,
2,540,6.210,136.769,
3,1070,5.017,157.378,
4,1603,5.997,300.929,
5,2134,5.853,180.289,
6,2668,5.390,315.531,
7,3198,4.909,238.094,
8,3731,5.152,271.893,
9,4262,6.361,276.957,
10,4795,6.696,226.937,
11,5325,5.130,315.130,
12,5858,5.424,179.356,
13,6391,6.561,315.725,
14,6924,5.290,174.983,
15,7454,4.593,295.751,
16,7987,5.799,235.593,
17,8518,4.872,269.818,
18,9054,5.861,259.271,
19,9587,4.939,236.168,
20,10117,5.617,314.388,
21,10680,6.683,143.676,
22,11213,5.357,144.013,
23,11746,6.181,143.406,
24,12278,4.401,300.059,
25,12809,5.330,238.447,
26,13342,4.779,195.714,
27,13876,6.116,324.318,
28,14408,5.807,164.895,
29,14940,5.313,142.004,
30,15472,4.791,140.288,
31,16004,5.035,141.547,
32,16536,5.554,137.146,
muestra,t,M 5A,DUT 30A,
2,538,5.011,136.509,
3,1070,5.496,166.531,
4,1602,6.437,319.900,
5,2134,5.414,180.090,
6,2665,6.678,315.136,
7,3202,5.106,221.224,
8,3732,5.256,272.829,
9,4265,5.296,274.232,
10,4796,6.310,238.913,
11,5330,6.027,314.076,
12,5860,4.754,145.418,
13,6393,5.313,142.323,
14,6942,5.579,141.867,
15,7477,5.682,293.115,
16,8008,4.847,237.952,
17,8541,6.012,144.176,
18,9072,5.807,268.571,
19,9606,5.768,273.594,
20,10137,5.666,236.072,
21,10670,5.673,301.831,
22,11202,5.586,185.949,
23,11735,4.703,318.538,
24,12266,6.210,158.424,
25,12800,6.057,327.565,
26,13330,6.347,229.610,
27,13867,5.313,282.946,
28,14400,4.957,263.842,
29,14932,5.783,141.707,
30,15463,5.245,142.618,
31,15995,5.245,138.028,
32,16526,5.891,138.449,
muestra,t,M 5A,DUT 30A,
2,539,4.542,135.655,
3,1070,6.174,166.531,
4,1602,5.480,315.813,
5,2133,6.189,187.729,
6,2666,5.570,305.053,
7,3197,6.130,232.774,
8,3730,5.602,272.888,
9,4262,5.176,266.061,
10,4794,5.290,230.523,
11,5325,6.556,315.464,
12,5858,5.538,199.921,
13,6390,6.101,314.262,
14,6922,5.506,166.434,
15,7455,6.803,318.545,
16,7993,5.187,212.858,
17,8523,5.799,287.159,
18,9057,6.310,263.695,
19,9588,5.071,255.549,
20,10121,5.586,294.324,
21,10652,5.496,218.411,
22,11185,6.528,317.775,
23,11716,5.053,153.905,
24,12248,5.768,323.358,
25,12779,5.279,193.853,
26,13311,6.232,139.961,
27,13843,5.135,137.569,
28,14376,6.042,134.945,
29,14909,5.482,135.932,
muestra,t,M 5A,DUT 30A,
2,537,4.587,134.609,
3,1070,5.047,163.716,
4,1601,5.262,300.078,
5,2133,5.273,186.157,
6,2666,5.698,303.791,
7,3273,4.816,205.539,
8,3806,5.407,281.507,
9,4357,6.561,253.571,
10,4890,6.375,265.427,
11,5422,6.324,273.136,
12,5955,6.004,227.563,
13,6486,5.721,310.719,
14,7018,6.375,166.356,
15,7549,4.760,308.262,
16,8081,4.981,189.377,
17,8612,5.071,300.111,
18,9146,5.424,243.822,
19,9676,5.414,256.156,
20,10210,5.776,289.468,
21,10742,5.666,218.028,
22,11276,5.457,320.807,
23,11807,5.752,160.353,
24,12340,6.282,326.345,
25,12871,5.279,199.822,
26,13404,6.353,140.035,
27,13956,5.799,138.025,
28,14487,6.409,130.512,
29,15019,6.602,134.460,
muestra,t,M 5A,DUT 30A,
2,540,4.678,134.987,
3,1072,5.675,173.185,
4,1603,5.397,305.932,
5,2135,6.144,181.218,
6,2669,4.561,294.948,
7,3200,5.357,241.320,
8,3733,5.673,269.517,
9,4264,4.957,279.389,
10,4797,5.807,225.510,
11,5328,5.602,326.454,
12,5860,4.606,174.355,
13,6391,6.034,310.352,
14,6925,5.135,187.005,
15,7454,4.427,137.205,
16,7988,5.374,203.252,
17,8520,5.489,315.101,
18,9052,4.760,150.093,
19,9588,5.340,297.596,
20,10120,4.422,258.276,
21,10651,5.017,251.476,
22,11184,4.847,292.508,
23,11715,5.496,205.476,
24,12247,4.542,323.712,
25,12778,5.529,163.293,
26,13310,6.064,330.210,
27,13843,5.152,202.616,
28,14377,5.737,141.595,
29,14912,5.262,136.779,
30,15443,5.266,135.529,
31,15976,4.735,137.170,
muestra,t,M 5A,DUT 30A,
2,539,5.400,136.051,
3,1072,5.884,175.370,
4,1604,4.810,311.515,
5,2136,4.735,173.668,
6,2668,5.417,307.189,
7,3200,4.171,239.318,
8,3753,4.620,269.878,
9,4293,5.959,262.135,
10,4826,5.673,236.183,
11,5357,4.659,312.797,
12,5890,4.816,197.623,
13,6420,6.520,311.359,
14,6954,5.729,170.932,
15,7484,5.447,327.298,
16,8018,4.939,226.581,
17,8549,5.666,284.155,
18,9083,5.689,261.756,
19,9613,4.773,227.065,
20,10147,6.855,305.032,
21,10678,5.698,176.891,
22,11212,5.745,310.185,
23,11742,4.722,189.769,
24,12309,5.974,305.962,
25,12841,4.969,225.079,
26,13373,5.397,141.981,
27,13905,5.457,138.552,
28,14442,6.137,138.505,
29,14975,4.040,134.939,
muestra,t,M 5A,DUT 30A,
2,539,5.602,136.273,
3,1071,4.847,168.918,
4,1604,5.340,316.113,
5,2136,5.884,193.036,
6,2669,5.146,304.674,
7,3202,5.974,231.208,
8,3736,5.515,233.229,
9,4267,6.942,313.220,
10,4799,5.407,155.794,
11,5331,5.906,310.010,
12,5863,5.989,191.424,
13,6394,5.194,307.431,
14,6927,6.166,233.791,
15,7458,5.106,274.256,
16,7990,5.089,287.046,
17,8523,6.224,218.486,
18,9054,4.779,310.896,
19,9586,5.239,176.653,
20,10124,5.187,320.183,
21,10654,5.618,190.070,
22,11187,4.854,305.042,
23,11719,6.181,246.914,
24,12252,5.176,281.581,
25,12783,5.618,280.277,
26,13316,5.364,139.126,
27,13848,5.861,133.398,
28,14381,5.089,136.874,
29,14911,5.279,134.127,
muestra,t,M 5A,DUT 30A,
2,538,4.697,132.744,
3,1069,5.496,164.891,
4,1603,4.691,308.872,
5,2135,5.221,191.222,
6,2666,5.011,299.575,
7,3198,6.514,229.059,
8,3730,5.876,279.608,
9,4264,5.937,271.849,
10,4796,5.232,224.075,
11,5342,4.810,295.408,
12,5873,4.716,178.363,
13,6406,5.141,321.108,
14,6938,5.340,182.089,
15,7469,6.417,302.431,
16,8002,6.401,234.111,
17,8534,6.838,281.409,
18,9065,5.170,272.177,
19,9599,5.570,145.174,
20,10131,5.290,273.137,
21,10664,5.053,279.921,
22,11196,6.129,140.063,
23,11729,6.224,194.851,
24,12261,5.390,310.092,
25,12793,5.752,215.907,
26,13324,4.945,330.546,
27,13857,6.012,164.576,
28,14387,4.939,136.509,
29,14921,5.457,137.968,
30,15452,5.064,134.844,
31,15990,5.666,136.604,
muestra,t,M 5A,DUT 30A,
2,539,5.005,136.382,
3,1072,4.659,166.899,
4,1603,4.981,311.687,
5,2134,4.835,182.943,
6,2666,5.807,310.975,
7,3198,5.594,234.933,
8,3729,4.522,265.135,
9,4262,4.957,282.549,
10,4793,5.035,227.044,
11,5326,5.989,316.532,
12,5858,4.939,160.710,
13,6424,5.035,321.532,
14,6956,5.698,175.480,
15,7488,6.239,322.003,
16,8020,6.086,209.331,
17,8551,4.945,271.921,
18,9084,5.602,266.823,
19,9615,5.279,238.461,
20,10148,5.899,309.842,
21,10685,5.586,188.021,
22,11217,5.579,327.189,
23,11750,5.407,169.433,
24,12282,5.323,330.630,
25,12814,5.922,228.635,
26,13345,5.538,138.621,
27,13879,5.152,140.954,
28,14410,4.921,135.369,
29,14943,4.448,137.299,
muestra,t,M 5A,DUT 30A,
2,540,5.579,134.910,
3,1071,4.620,167.228,
4,1605,5.595,306.602,
5,2142,5.745,176.708,
6,2674,5.266,311.189,
7,3205,4.847,229.920,
8,3739,6.071,275.828,
9,4271,6.423,265.318,
10,4803,5.000,241.026,
11,5335,6.166,320.676,
12,5876,5.838,176.873,
13,6430,5.457,318.717,
14,6962,5.673,165.576,
15,7495,5.283,327.396,
16,8028,5.364,218.708,
17,8560,5.187,294.729,
18,9092,5.364,271.599,
19,9624,5.884,239.359,
20,10157,5.397,313.220,
21,10687,6.955,194.370,
22,11220,6.304,317.551,
23,11752,5.204,172.474,
24,12285,5.768,327.516,
25,12817,6.137,219.709,
26,13350,6.520,142.752,
27,13881,5.390,137.546,
28,14415,6.282,135.536,
29,14945,5.397,134.873,
muestra,t,M 5A,DUT 30A,
2,538,5.307,134.075,
3,1070,4.981,178.175,
4,1605,4.854,314.735,
5,2138,5.035,172.508,
6,2668,5.982,312.858,
7,3201,4.981,239.152,
8,3731,5.997,277.762,
9,4266,5.838,271.346,
10,4795,6.086,225.111,
11,5330,7.348,315.919,
12,5860,5.594,170.298,
13,6394,4.884,323.553,
14,6925,4.890,184.914,
15,7458,5.959,312.973,
16,7990,5.029,236.181,
17,8524,6.195,277.196,
18,9055,5.721,280.914,
19,9588,5.729,240.717,
20,10120,6.042,307.894,
21,10652,5.783,178.864,
22,11183,5.997,295.667,
23,11716,5.799,239.314,
24,12252,6.361,294.317,
25,12783,6.232,167.597,
26,13315,6.838,142.799,
27,13846,5.245,138.192,
28,14377,5.330,136.495,
29,14909,5.884,135.178,
muestra,t,M 5A,DUT 30A,
2,537,5.899,133.375,
3,1106,6.318,176.862,
4,1636,5.447,300.789,
5,2170,5.064,167.671,
6,2700,5.937,309.310,
7,3234,5.706,211.614,
8,3765,5.561,291.566,
9,4298,6.296,266.883,
10,4830,6.318,248.589,
11,5362,5.776,307.803,
12,5894,5.952,203.784,
13,6426,5.017,320.058,
14,6958,4.939,162.091,
15,7505,5.357,305.550,
16,8040,6.514,224.030,
17,8574,5.538,288.955,
18,9105,5.650,258.214,
19,9639,4.957,260.876,
20,10170,5.262,293.005,
21,10704,5.489,202.632,
22,11234,5.783,320.826,
23,11767,6.004,151.337,
24,12299,6.057,321.974,
25,12832,5.100,206.592,
26,13365,5.853,140.633,
27,13898,5.666,137.827,
28,14429,6.403,136.471,
29,14963,6.152,137.640,
muestra,t,M 5A,DUT 30A,
2,539,5.974,137.452,
3,1071,5.082,167.710,
4,1605,5.602,309.852,
5,2136,5.357,181.823,
6,2669,5.290,138.552,
7,3207,5.554,262.271,
8,3739,5.666,267.560,
9,4271,6.304,232.648,
10,4802,5.658,315.136,
11,5335,5.974,171.798,
12,5866,5.397,311.614,
13,6399,6.296,185.026,
14,6931,5.357,313.416,
15,7464,5.262,238.827,
16,7995,5.082,140.380,
17,8528,6.678,276.290,
18,9059,6.423,275.701,
19,9593,5.064,140.426,
20,10123,5.721,144.445,
21,10656,5.374,324.101,
22,11188,5.496,194.503,
23,11721,5.221,305.719,
24,12253,6.569,246.707,
25,12786,5.506,283.336,
26,13318,5.967,280.406,
27,13855,5.187,225.682,
28,14386,5.578,319.076,
29,14921,4.355,141.663,
30,15452,5.884,135.726,
31,15986,6.004,136.958,
32,16517,5.053,139.219,
33,17050,5.457,136.793,
muestra,t,M 5A,DUT 30A,
2,541,5.239,135.345,
3,1071,4.482,165.695,
4,1603,6.203,309.895,
5,2134,5.473,188.809,
6,2668,4.866,302.684,
7,3199,4.939,235.209,
